essround,idno,gndr,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,hincfel,grdfinc,gvctzpv,cntry,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk
10,20048,Naine,30,Iga päev,60,5,5,3,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Vähem kui kord kuus,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20060,Naine,121,Ainult aeg-ajalt,NA,5,10,7,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20070,Mees,10,Iga päev,360,8,7,6,Elame mugavalt praeguse sissetuleku juures,8,8,EE,10,Kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20077,Mees,210,Mitte kunagi,NA,3,4,6,Praeguse sissetuleku juures on raske hakkama saada,6,9,EE,8,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20081,Mees,120,Mitte kunagi,NA,5,7,0,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20087,Mees,180,Mitte kunagi,NA,5,5,2,Saame hakkama praeguse sissetuleku juures,5,10,EE,3,Mitte kunagi,1,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20104,Naine,60,Iga päev,180,6,8,2,Saame hakkama praeguse sissetuleku juures,7,10,EE,8,Vähem kui kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20107,Mees,60,Iga päev,540,6,6,6,Elame mugavalt praeguse sissetuleku juures,8,8,EE,7,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20108,Naine,120,Iga päev,240,4,8,10,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,10,Iga päev,1,Palju sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20109,Mees,30,Enamikul päevadel,90,7,7,6,Saame hakkama praeguse sissetuleku juures,6,10,EE,9,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20136,Naine,60,Mõni kord nädalas,NA,6,8,6,Saame hakkama praeguse sissetuleku juures,6,8,EE,8,Mitu korda kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20139,Naine,60,Iga päev,300,7,6,4,Elame mugavalt praeguse sissetuleku juures,5,4,EE,8,Mitu korda nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20156,Mees,60,Iga päev,240,8,8,6,Saame hakkama praeguse sissetuleku juures,3,8,EE,8,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20167,Naine,180,Iga päev,300,6,7,7,Saame hakkama praeguse sissetuleku juures,9,9,EE,8,Mitu korda nädalas,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20169,Mees,90,Iga päev,480,7,7,5,Saame hakkama praeguse sissetuleku juures,8,6,EE,7,Kord nädalas,3,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20172,Naine,60,Iga päev,120,5,8,10,Saame hakkama praeguse sissetuleku juures,10,7,EE,7,Mitu korda nädalas,2,Sagedamini kui enamik eakaaslasi,Jah,üldse mitte turvaliselt
10,20179,Mees,180,Mitte kunagi,NA,10,10,0,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Mitu korda nädalas,2,Palju sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20189,Naine,35,Iga päev,270,6,6,6,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,5,Mitu korda nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20194,Naine,60,Enamikul päevadel,480,7,8,5,Elame mugavalt praeguse sissetuleku juures,8,8,EE,8,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20199,Mees,5,Iga päev,240,7,6,8,Saame hakkama praeguse sissetuleku juures,8,10,EE,8,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20223,Mees,3,Mõni kord nädalas,NA,6,5,7,Praeguse sissetuleku juures on raske hakkama saada,4,7,EE,5,Vähem kui kord kuus,3,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20234,Naine,30,Mitte kunagi,NA,3,3,3,Saame hakkama praeguse sissetuleku juures,5,10,EE,4,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,20240,Mees,20,Iga päev,60,6,6,3,Elame mugavalt praeguse sissetuleku juures,10,7,EE,8,Kord nädalas,2,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20243,Naine,30,Iga päev,120,6,9,6,Elame mugavalt praeguse sissetuleku juures,10,10,EE,8,Vähem kui kord kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20244,Naine,60,Iga päev,300,4,3,6,Elame mugavalt praeguse sissetuleku juures,10,10,EE,6,Mitu korda nädalas,7-9,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,20264,Naine,30,Iga päev,300,7,7,3,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Kord nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,20276,Naine,10,Iga päev,360,7,8,7,Saame hakkama praeguse sissetuleku juures,7,7,EE,7,Mitu korda nädalas,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20283,Naine,15,Iga päev,570,6,6,4,Elame mugavalt praeguse sissetuleku juures,8,7,EE,8,Mitu korda nädalas,7-9,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20287,Mees,120,Mitte kunagi,NA,7,4,4,Saame hakkama praeguse sissetuleku juures,5,10,EE,8,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20292,Naine,15,Iga päev,480,8,8,8,Elame mugavalt praeguse sissetuleku juures,2,6,EE,9,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20293,Naine,60,Ainult aeg-ajalt,NA,4,8,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Vähem kui kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20309,Naine,10,Iga päev,60,7,7,6,Saame hakkama praeguse sissetuleku juures,6,5,EE,7,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Jah,turvaliselt
10,20314,Naine,30,Iga päev,480,7,7,7,Saame hakkama praeguse sissetuleku juures,4,7,EE,7,Mitu korda nädalas,7-9,Sagedamini kui enamik eakaaslasi,Ei,üldse mitte turvaliselt
10,20353,Naine,20,Iga päev,120,3,5,2,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Iga päev,3,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,20360,Mees,150,Iga päev,120,8,8,8,Saame hakkama praeguse sissetuleku juures,7,7,EE,8,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20364,Naine,1200,Enamikul päevadel,60,7,4,8,Praeguse sissetuleku juures on väga raske hakkama saada,8,7,EE,8,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20385,Mees,60,Mõni kord nädalas,NA,3,8,5,Saame hakkama praeguse sissetuleku juures,3,3,EE,8,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20389,Naine,10,Iga päev,60,5,4,5,Saame hakkama praeguse sissetuleku juures,7,8,EE,9,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20403,Naine,60,Iga päev,240,6,7,8,Elame mugavalt praeguse sissetuleku juures,10,10,EE,7,Vähem kui kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20418,Mees,80,Mitte kunagi,NA,4,7,7,Praeguse sissetuleku juures on raske hakkama saada,2,4,EE,6,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Jah,turvaliselt
10,20422,Naine,165,Mitte kunagi,NA,2,2,2,Praeguse sissetuleku juures on raske hakkama saada,8,8,EE,6,Mitte kunagi,1,Palju harvemini kui enamik eakaaslasi,Ei,üldse mitte turvaliselt
10,20425,Mees,30,Iga päev,300,8,7,5,Saame hakkama praeguse sissetuleku juures,8,10,EE,7,Mitu korda nädalas,7-9,Umbes sama tihti kui enamik eakaaslasi,Jah,väga turvaliselt
10,20427,Naine,30,Ainult aeg-ajalt,NA,4,5,2,Praeguse sissetuleku juures on raske hakkama saada,6,7,EE,8,Vähem kui kord kuus,Mitte ühtegi,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20428,Mees,120,Iga päev,60,5,5,0,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,20435,Mees,75,Iga päev,30,2,8,6,Saame hakkama praeguse sissetuleku juures,5,6,EE,6,Vähem kui kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,20441,Naine,60,Iga päev,120,7,8,7,Praeguse sissetuleku juures on raske hakkama saada,6,6,EE,9,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20467,Mees,20,Enamikul päevadel,240,5,5,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20512,Mees,60,Iga päev,300,8,9,6,Elame mugavalt praeguse sissetuleku juures,3,3,EE,6,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20515,Mees,60,Mitte kunagi,NA,5,5,4,Saame hakkama praeguse sissetuleku juures,7,10,EE,5,Mitu korda kuus,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20546,Naine,480,Mitte kunagi,NA,8,6,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Kord kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,20558,Mees,0,Enamikul päevadel,180,4,5,4,Saame hakkama praeguse sissetuleku juures,7,6,EE,7,Mitu korda kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20566,Naine,60,Iga päev,240,7,7,7,Saame hakkama praeguse sissetuleku juures,7,7,EE,8,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20567,Naine,30,Iga päev,480,6,7,2,Saame hakkama praeguse sissetuleku juures,7,10,EE,9,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20571,Mees,120,Ainult aeg-ajalt,NA,3,7,7,Praeguse sissetuleku juures on raske hakkama saada,5,5,EE,3,Kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20586,Mees,90,Iga päev,360,2,4,4,Saame hakkama praeguse sissetuleku juures,8,9,EE,7,Mitu korda kuus,7-9,Umbes sama tihti kui enamik eakaaslasi,Jah,väga turvaliselt
10,20596,Naine,90,Mitte kunagi,NA,8,7,1,Saame hakkama praeguse sissetuleku juures,6,9,EE,8,Iga päev,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20604,Mees,75,Iga päev,540,4,6,6,Saame hakkama praeguse sissetuleku juures,5,2,EE,5,Kord nädalas,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20613,Naine,60,Iga päev,360,9,9,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda kuus,4-6,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,20632,Naine,20,Iga päev,120,8,10,8,Saame hakkama praeguse sissetuleku juures,6,5,EE,8,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20647,Naine,120,Iga päev,30,7,6,7,Saame hakkama praeguse sissetuleku juures,8,8,EE,9,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20681,Naine,60,Mitte kunagi,NA,10,5,9,Saame hakkama praeguse sissetuleku juures,NA,NA,EE,10,Iga päev,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20690,Naine,60,Iga päev,60,5,6,6,Saame hakkama praeguse sissetuleku juures,5,6,EE,6,Kord kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20695,Mees,30,Enamikul päevadel,180,7,8,6,Saame hakkama praeguse sissetuleku juures,6,7,EE,7,Vähem kui kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20699,Naine,60,Iga päev,240,6,5,4,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,6,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20716,Naine,120,Mitte kunagi,NA,1,10,5,Elame mugavalt praeguse sissetuleku juures,8,6,EE,5,Mitte kunagi,3,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20733,Mees,40,Iga päev,90,4,5,5,Saame hakkama praeguse sissetuleku juures,10,8,EE,7,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,20740,Naine,60,Iga päev,240,7,8,5,Praeguse sissetuleku juures on raske hakkama saada,10,8,EE,7,Kord kuus,Mitte ühtegi,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20757,Naine,5,Iga päev,300,5,5,3,Elame mugavalt praeguse sissetuleku juures,7,6,EE,6,Kord nädalas,4-6,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20762,Naine,120,Ainult aeg-ajalt,NA,8,5,2,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Mitu korda nädalas,Mitte ühtegi,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20777,Mees,180,Mitte kunagi,NA,7,7,7,Elame mugavalt praeguse sissetuleku juures,10,10,EE,7,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20787,Mees,120,Mitte kunagi,NA,7,6,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Mitte kunagi,3,Palju harvemini kui enamik eakaaslasi,Ei,üldse mitte turvaliselt
10,20794,Mees,45,Enamikul päevadel,60,6,6,6,Saame hakkama praeguse sissetuleku juures,5,7,EE,8,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20803,Naine,240,Iga päev,60,8,9,10,Saame hakkama praeguse sissetuleku juures,7,10,EE,10,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20804,Naine,30,Enamikul päevadel,480,8,7,5,Saame hakkama praeguse sissetuleku juures,8,9,EE,9,Vähem kui kord kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Jah,väga turvaliselt
10,20830,Mees,60,Enamikul päevadel,120,5,7,7,Saame hakkama praeguse sissetuleku juures,6,6,EE,8,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20832,Naine,40,Enamikul päevadel,90,8,7,5,Saame hakkama praeguse sissetuleku juures,9,9,EE,7,Mitu korda nädalas,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20835,Naine,0,Enamikul päevadel,20,7,6,3,Praeguse sissetuleku juures on väga raske hakkama saada,5,6,EE,5,Mitu korda nädalas,4-6,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20841,Mees,60,Iga päev,120,7,5,7,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20853,Mees,60,Iga päev,120,8,9,10,Saame hakkama praeguse sissetuleku juures,7,5,EE,9,Kord kuus,10 või enam,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20891,Naine,60,Iga päev,180,5,5,5,Elame mugavalt praeguse sissetuleku juures,7,7,EE,7,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20902,Mees,120,Iga päev,600,5,5,5,Elame mugavalt praeguse sissetuleku juures,8,7,EE,7,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Jah,väga turvaliselt
10,20926,Mees,30,Iga päev,60,7,7,6,Elame mugavalt praeguse sissetuleku juures,10,10,EE,9,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,20945,Naine,90,Iga päev,45,5,8,3,Elame mugavalt praeguse sissetuleku juures,10,10,EE,8,Vähem kui kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20946,Naine,40,Iga päev,300,4,4,4,Saame hakkama praeguse sissetuleku juures,9,8,EE,5,Mitu korda kuus,2,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,20963,Mees,150,Iga päev,300,6,7,4,Saame hakkama praeguse sissetuleku juures,7,7,EE,7,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20981,Mees,15,Iga päev,540,6,7,6,Elame mugavalt praeguse sissetuleku juures,3,4,EE,8,Mitu korda nädalas,7-9,Sagedamini kui enamik eakaaslasi,Jah,väga turvaliselt
10,20983,Mees,60,Iga päev,240,9,9,6,Elame mugavalt praeguse sissetuleku juures,10,10,EE,9,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,20991,Naine,15,Iga päev,60,5,8,7,Saame hakkama praeguse sissetuleku juures,9,9,EE,7,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20995,Naine,120,Mitte kunagi,NA,4,6,7,Praeguse sissetuleku juures on raske hakkama saada,8,7,EE,2,Vähem kui kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20997,Mees,60,Iga päev,420,7,7,4,Saame hakkama praeguse sissetuleku juures,7,8,EE,5,Kord nädalas,3,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,20999,Mees,30,Iga päev,120,5,2,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,4,Mitu korda kuus,Mitte ühtegi,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,21006,Naine,120,Iga päev,240,7,5,5,Saame hakkama praeguse sissetuleku juures,7,10,EE,10,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,21007,Mees,120,Enamikul päevadel,30,6,5,5,Saame hakkama praeguse sissetuleku juures,6,6,EE,7,Kord nädalas,7-9,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21008,Naine,60,Enamikul päevadel,60,5,9,4,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Vähem kui kord kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,21034,Naine,60,Iga päev,480,7,5,6,Elame mugavalt praeguse sissetuleku juures,10,10,EE,7,Mitu korda nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Jah,mitte eriti turvaliselt
10,21036,Naine,30,Iga päev,480,9,6,5,Praeguse sissetuleku juures on raske hakkama saada,8,10,EE,8,Kord nädalas,4-6,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21047,Naine,30,Iga päev,90,9,9,5,Saame hakkama praeguse sissetuleku juures,6,6,EE,9,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,21053,Naine,60,Iga päev,540,4,7,3,Elame mugavalt praeguse sissetuleku juures,8,10,EE,8,Iga päev,2,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,21060,Mees,60,Iga päev,240,6,5,5,Elame mugavalt praeguse sissetuleku juures,7,7,EE,8,Mitu korda kuus,Mitte ühtegi,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,21067,Naine,20,Iga päev,360,5,5,5,Saame hakkama praeguse sissetuleku juures,4,10,EE,9,Kord nädalas,1,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,21080,Mees,60,Iga päev,240,5,6,6,Saame hakkama praeguse sissetuleku juures,6,8,EE,9,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,21096,Mees,5,Mitte kunagi,NA,5,0,0,Saame hakkama praeguse sissetuleku juures,7,7,EE,10,Mitu korda nädalas,Mitte ühtegi,NA,Ei,väga turvaliselt
10,21115,Mees,30,Iga päev,180,6,5,3,Saame hakkama praeguse sissetuleku juures,3,3,EE,8,Kord nädalas,10 või enam,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21124,Mees,90,Mõni kord nädalas,NA,2,2,7,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,5,Vähem kui kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,21131,Naine,45,Mitte kunagi,NA,7,7,7,Saame hakkama praeguse sissetuleku juures,3,10,EE,8,Mitu korda kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,21136,Naine,80,Iga päev,120,5,4,3,Saame hakkama praeguse sissetuleku juures,8,8,EE,9,Iga päev,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,21144,Naine,60,Iga päev,360,5,5,6,Saame hakkama praeguse sissetuleku juures,7,7,EE,7,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Jah,mitte eriti turvaliselt
10,21156,Mees,30,Iga päev,90,7,5,4,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,21182,Naine,15,Iga päev,240,7,3,2,Elame mugavalt praeguse sissetuleku juures,8,8,EE,8,Kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,21183,Naine,30,Iga päev,720,4,6,3,Elame mugavalt praeguse sissetuleku juures,8,10,EE,8,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Jah,üldse mitte turvaliselt
10,21184,Naine,60,Iga päev,180,6,7,5,Elame mugavalt praeguse sissetuleku juures,9,8,EE,8,Kord nädalas,3,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21188,Mees,40,Iga päev,300,4,5,5,Elame mugavalt praeguse sissetuleku juures,3,5,EE,8,Kord nädalas,4-6,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21193,Mees,120,Iga päev,120,5,5,3,Saame hakkama praeguse sissetuleku juures,5,8,EE,8,Vähem kui kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,21194,Mees,60,Iga päev,240,5,3,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Vähem kui kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21202,Naine,10,Iga päev,120,5,5,7,Saame hakkama praeguse sissetuleku juures,10,9,EE,10,Kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,21243,Naine,30,Iga päev,180,2,6,5,Saame hakkama praeguse sissetuleku juures,9,9,EE,8,Vähem kui kord kuus,4-6,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21245,Naine,30,Ainult aeg-ajalt,NA,8,8,4,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Mitte kunagi,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,21256,Naine,2,Iga päev,480,4,8,10,Saame hakkama praeguse sissetuleku juures,5,5,EE,10,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,üldse mitte turvaliselt
10,21270,Mees,120,Iga päev,90,6,6,7,Saame hakkama praeguse sissetuleku juures,3,8,EE,8,Vähem kui kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21274,Mees,30,Iga päev,120,7,7,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,21280,Mees,30,Iga päev,600,7,5,5,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Mitu korda nädalas,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21281,Naine,30,Enamikul päevadel,240,5,6,8,Saame hakkama praeguse sissetuleku juures,5,10,EE,9,Mitu korda kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,21283,Naine,30,Enamikul päevadel,150,8,7,5,Praeguse sissetuleku juures on raske hakkama saada,6,8,EE,5,Vähem kui kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,21287,Naine,10,Iga päev,540,4,2,2,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Vähem kui kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,21289,Naine,240,Mitte kunagi,NA,2,5,7,Saame hakkama praeguse sissetuleku juures,9,8,EE,9,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,21295,Mees,60,Iga päev,120,4,5,6,Saame hakkama praeguse sissetuleku juures,10,7,EE,9,Kord nädalas,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,21296,Naine,60,Mõni kord nädalas,NA,4,4,5,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,4,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,üldse mitte turvaliselt
10,21307,Mees,60,Iga päev,30,10,9,4,Saame hakkama praeguse sissetuleku juures,2,8,EE,7,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,21308,Naine,30,Iga päev,480,8,8,8,Elame mugavalt praeguse sissetuleku juures,7,7,EE,8,Mitu korda nädalas,4-6,Palju sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,21310,Mees,30,Iga päev,480,7,5,3,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Vähem kui kord kuus,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,21346,Mees,30,Iga päev,120,3,5,5,Saame hakkama praeguse sissetuleku juures,6,8,EE,7,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,21378,Naine,120,Iga päev,180,7,5,7,Elame mugavalt praeguse sissetuleku juures,10,10,EE,8,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,21429,Naine,120,Mõni kord nädalas,NA,8,7,10,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda kuus,7-9,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,21430,Naine,5,Iga päev,600,4,8,8,Elame mugavalt praeguse sissetuleku juures,5,10,EE,10,Iga päev,2,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,21433,Mees,60,Iga päev,360,6,6,6,Elame mugavalt praeguse sissetuleku juures,7,8,EE,8,Kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,21455,Naine,240,Enamikul päevadel,300,8,8,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,21472,Mees,120,Mitte kunagi,NA,0,3,2,Praeguse sissetuleku juures on raske hakkama saada,9,9,EE,0,Vähem kui kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
